"plot","pot","volume","ID","campaign","CO2","CO2R","Photo","Cond","Ci","Tleaf","VpdL","Area","Trmmol","Date"
1,1,10,"1-1",4,1600,1598.819092,24.12857104,0.457842843,1429.841659,25.21323586,1.408175312,6,5.63331273,2013-04-17
1,1,10,"1-1",4,1600,1598.819092,24.12857104,0.457842843,1429.841659,25.21323586,1.408175312,6,5.63331273,2013-04-17
1,1,10,"1-1",4,1600,1598.820068,24.21409146,0.457669843,1429.37565,25.21194458,1.408256216,6,5.631791866,2013-04-17
1,1,10,"1-1",4,400,399.7294922,19.84107843,0.48226628,291.1360118,24.30795479,1.309772863,6,5.471793299,2013-04-17
1,1,10,"1-1",4,400,399.7225037,19.96990897,0.482586939,290.5407824,24.30419731,1.309192837,6,5.472415915,2013-04-17
1,1,10,"1-1",4,400,399.7225037,19.96990897,0.482586939,290.5407824,24.30419731,1.309192837,6,5.472415915,2013-04-17
1,1,10,"1-1",4,400,399.7137756,19.95064846,0.482604025,290.6276825,24.30607033,1.309351135,6,5.473287029,2013-04-17
1,1,10,"1-1",4,400,399.7137756,19.95064846,0.482604025,290.6276825,24.30607033,1.309351135,6,5.473287029,2013-04-17
1,1,10,"1-1",4,1600,1598.845825,24.0630714,0.458100702,1430.246974,25.21497726,1.408028185,6,5.635505794,2013-04-17
1,1,10,"1-1",4,1600,1598.846313,24.16745708,0.45789798,1429.67668,25.21440506,1.408240514,6,5.634175289,2013-04-17
1,1,10,"1-1",5,1600,1599.508545,24.0974455,0.30785105,1395.84226,24.48812866,1.325070731,6,3.687596313,2013-05-01
1,1,10,"1-1",5,1600,1599.508545,24.0974455,0.30785105,1395.84226,24.48812866,1.325070731,6,3.687596313,2013-05-01
1,1,10,"1-1",5,400,399.2480164,18.87815192,0.331360153,267.9770187,24.40424156,1.305849224,6,3.88249569,2013-05-01
1,1,10,"1-1",5,1600,1599.484863,24.52814618,0.30992263,1393.747938,24.48997116,1.323333255,6,3.70515685,2013-05-01
1,1,10,"1-1",5,1600,1599.484863,24.52814618,0.30992263,1393.747938,24.48997116,1.323333255,6,3.70515685,2013-05-01
1,1,10,"1-1",5,400,399.2416687,18.81954076,0.330445176,268.0963588,24.40470505,1.306812919,6,3.875718848,2013-05-01
1,1,10,"1-1",5,400,399.202301,18.63960612,0.332135114,269.6768477,24.4012394,1.304682487,6,3.887145387,2013-05-01
1,1,10,"1-1",5,1600,1599.617432,24.95455475,0.30879925,1390.54455,24.48643303,1.323721261,6,3.694095832,2013-05-01
1,1,10,"1-1",5,400,399.229126,18.88963078,0.331049518,267.8005479,24.40266418,1.305916451,6,3.87941453,2013-05-01
1,1,10,"1-1",5,400,399.229126,18.88963078,0.331049518,267.8005479,24.40266418,1.305916451,6,3.87941453,2013-05-01
1,1,10,"1-1",6,1600,1599.526611,22.12733481,0.258105275,1385.250991,25.32589722,1.411996204,6,3.399093335,2013-05-16
1,1,10,"1-1",6,1600,1599.436646,22.0688715,0.258231208,1385.69396,25.32592201,1.411599243,6,3.399583559,2013-05-16
1,1,10,"1-1",6,400,400.0257874,15.89628355,0.277847698,273.178839,24.69210625,1.338961356,6,3.444667626,2013-05-16
1,1,10,"1-1",6,400,400.0305481,15.90949922,0.277835923,273.0802814,24.69544029,1.33935413,6,3.445557314,2013-05-16
1,1,10,"1-1",6,400,400.0357971,15.91843877,0.277871495,273.029328,24.69809532,1.339539929,6,3.446461972,2013-05-16
1,1,10,"1-1",6,400,400.0358887,15.93560593,0.277822129,272.8853223,24.70117188,1.339893649,6,3.44682648,2013-05-16
1,1,10,"1-1",6,400,400.0312195,15.93494074,0.277797586,272.8745563,24.70500565,1.340266929,6,3.4475305,2013-05-16
1,1,10,"1-1",6,1600,1599.734619,22.24417009,0.258174958,1384.563354,25.32729912,1.412540664,6,3.40137222,2013-05-16
1,1,10,"1-1",6,1600,1599.616211,22.19108382,0.258115096,1384.844722,25.32627487,1.41210339,6,3.399490656,2013-05-16
1,1,10,"1-1",6,1600,1599.695068,22.24263508,0.258107759,1384.50649,25.32760429,1.412462499,6,3.400307498,2013-05-16
1,2,15,"1-2",1,400,398.3857727,14.39532203,0.415777757,303.2731565,27.08915138,1.25202643,6,4.071961643,2013-03-07
1,2,15,"1-2",1,1600,1600.930542,25.88243963,0.331858237,1380.419842,27.36213112,1.403936367,6,3.818458954,2013-03-07
1,2,15,"1-2",1,400,398.5210571,14.51677257,0.415624157,302.6657452,27.08831787,1.251704511,6,4.06975725,2013-03-07
1,2,15,"1-2",1,400,398.2142944,14.31085444,0.416117803,303.6465083,27.09005737,1.2527428,6,4.076823877,2013-03-07
1,2,15,"1-2",1,400,398.2711487,14.30544221,0.416074888,303.7320517,27.08913994,1.252093297,6,4.074429563,2013-03-07
1,2,15,"1-2",1,400,398.2120361,14.28606488,0.416075667,303.7879248,27.08932304,1.252388708,6,4.075370882,2013-03-07
1,2,15,"1-2",1,1600,1600.841553,25.75795455,0.33163445,1381.097951,27.3627739,1.404391629,6,3.817632685,2013-03-07
1,2,15,"1-2",1,1600,1600.634277,25.43974326,0.331867844,1383.16659,27.36055565,1.404525915,6,3.820187465,2013-03-07
1,2,15,"1-2",1,1600,1600.697144,25.56531084,0.331692557,1382.29999,27.36278343,1.404573062,6,3.818690699,2013-03-07
1,2,15,"1-2",1,1600,1600.577637,25.43497264,0.331782139,1383.116739,27.36025429,1.404396964,6,3.819036203,2013-03-07
1,2,15,"1-2",2,1600,1599.445557,23.4449043,0.309868418,1394.517379,24.75015831,1.55047635,6,4.342909702,2013-03-22
1,2,15,"1-2",2,400,399.930603,18.4210343,0.427074419,289.7590839,25.03591728,1.467590326,6,5.466950617,2013-03-22
1,2,15,"1-2",2,1600,1599.453613,23.46559701,0.309902303,1394.386376,24.75388336,1.550885713,6,4.344481486,2013-03-22
1,2,15,"1-2",2,1600,1599.459229,23.43301386,0.309703583,1394.576912,24.74212456,1.549578097,6,4.338268975,2013-03-22
1,2,15,"1-2",2,1600,1599.478271,23.46791384,0.309893717,1394.423564,24.74508858,1.549779778,6,4.34125865,2013-03-22
1,2,15,"1-2",2,400,399.930603,18.4210343,0.427074419,289.7590839,25.03591728,1.467590326,6,5.466950617,2013-03-22
1,2,15,"1-2",2,1600,1599.437256,23.41407493,0.310022824,1394.747812,24.75819016,1.551344412,6,4.34732162,2013-03-22
1,2,15,"1-2",2,400,399.8622742,18.37898456,0.427032927,289.9133047,25.0324688,1.467197159,6,5.465010594,2013-03-22
1,2,15,"1-2",2,400,399.9031372,18.41498876,0.426988563,289.7517185,25.03443146,1.467467615,6,5.465518966,2013-03-22
1,2,15,"1-2",2,400,399.8362427,18.35174091,0.427052696,290.0384565,25.03042984,1.466938082,6,5.464254283,2013-03-22
1,2,15,"1-2",3,400,398.7383423,21.76422534,0.624928787,300.2860245,24.35427856,0.812242275,6,4.182757297,2013-04-08
1,2,15,"1-2",3,400,398.7219238,21.57125517,0.623472887,300.9516027,24.35354805,0.812719377,6,4.177213049,2013-04-08
1,2,15,"1-2",3,400,398.7219238,21.57125517,0.623472887,300.9516027,24.35354805,0.812719377,6,4.177213049,2013-04-08
1,2,15,"1-2",3,1600,1599.554077,30.444779,0.569146483,1432.98099,24.79259682,0.920899167,6,4.391128502,2013-04-08
1,2,15,"1-2",3,400,398.7219238,21.57125517,0.623472887,300.9516027,24.35354805,0.812719377,6,4.177213049,2013-04-08
1,2,15,"1-2",3,400,398.7258301,21.47173366,0.627712184,301.7496591,24.35102272,0.810799104,6,4.19057718,2013-04-08
1,2,15,"1-2",3,1600,1599.574585,30.24362488,0.570083427,1434.039669,24.79207802,0.920391505,6,4.394731725,2013-04-08
1,2,15,"1-2",3,1600,1599.556885,30.47841199,0.570709036,1433.073046,24.79393768,0.920169519,6,4.397675881,2013-04-08
1,2,15,"1-2",3,1600,1599.567017,30.2386241,0.570943389,1434.181087,24.79390717,0.920152752,6,4.399107843,2013-04-08
1,2,15,"1-2",3,1600,1599.567017,30.2386241,0.570943389,1434.181087,24.79390717,0.920152752,6,4.399107843,2013-04-08
1,2,15,"1-2",4,1600,1599.750488,29.19368907,0.652408631,1438.622676,25.15625763,1.19815772,6,6.455999719,2013-04-17
1,2,15,"1-2",4,400,399.8390503,22.52149008,0.62366756,295.0583354,24.82887077,1.200436442,6,6.230425114,2013-04-17
1,2,15,"1-2",4,400,399.8123474,22.48544762,0.623391788,295.1568301,24.82801819,1.200587101,6,6.228958372,2013-04-17
1,2,15,"1-2",4,1600,1599.715942,29.13822197,0.652563739,1438.825911,25.15770912,1.198336926,6,6.458219939,2013-04-17
1,2,15,"1-2",4,1600,1599.750488,29.19368907,0.652408631,1438.622676,25.15625763,1.19815772,6,6.455999719,2013-04-17
1,2,15,"1-2",4,400,399.8201294,22.4853263,0.624301169,295.2501689,24.82953644,1.200089157,6,6.233803056,2013-04-17
1,2,15,"1-2",4,400,399.8197327,22.52575006,0.624528664,295.1025175,24.82916641,1.199858785,6,6.234467655,2013-04-17
1,2,15,"1-2",4,1600,1599.697876,29.07932982,0.652250787,1439.004897,25.15852547,1.198689451,6,6.457612529,2013-04-17
1,2,15,"1-2",4,400,399.8197327,22.52575006,0.624528664,295.1025175,24.82916641,1.199858785,6,6.234467655,2013-04-17
1,2,15,"1-2",4,1600,1599.732422,29.07980465,0.652425542,1439.05786,25.15850067,1.198562054,6,6.458323364,2013-04-17
1,2,15,"1-2",5,400,400.4946289,21.01197845,0.407469898,274.2037089,24.78845215,1.261565351,6,4.508362048,2013-05-01
1,2,15,"1-2",5,400,400.5042419,20.79131006,0.406559778,275.2536485,24.7876873,1.262080437,6,4.501424621,2013-05-01
1,2,15,"1-2",5,1600,1599.921509,29.08592283,0.370584189,1385.683621,25.32329941,1.353416778,6,4.451797353,2013-05-01
1,2,15,"1-2",5,1600,1599.911865,29.31550831,0.367657292,1383.30018,25.32333183,1.355999219,6,4.429023065,2013-05-01
1,2,15,"1-2",5,1600,1599.918823,29.04526108,0.369076608,1385.406684,25.32329941,1.354712918,6,4.439968578,2013-05-01
1,2,15,"1-2",5,400,400.5289917,21.03868221,0.404426329,273.4723151,24.78769112,1.263861661,6,4.487020408,2013-05-01
1,2,15,"1-2",5,400,400.5232239,20.98580497,0.405991164,274.0776753,24.78845406,1.26275572,6,4.498289775,2013-05-01
1,2,15,"1-2",5,400,400.5210876,20.87090205,0.408478172,275.2121844,24.78851891,1.260760091,6,4.515283471,2013-05-01
1,2,15,"1-2",5,1600,1599.921021,29.45274862,0.371749245,1383.919699,25.32272339,1.352242697,6,4.460323143,2013-05-01
1,2,15,"1-2",5,1600,1599.867065,29.43063433,0.36503038,1381.632794,25.325243,1.358653623,6,4.409553137,2013-05-01
1,2,15,"1-2",6,400,399.5180664,17.80699763,0.315688661,271.4691947,24.85012817,1.207917162,6,3.491884024,2013-05-16
1,2,15,"1-2",6,400,399.490387,17.7516028,0.315569412,271.7750548,24.85193062,1.208293505,6,3.49177953,2013-05-16
1,2,15,"1-2",6,400,399.5421753,17.81370418,0.315851968,271.4965792,24.84814262,1.207402204,6,3.492019378,2013-05-16
1,2,15,"1-2",6,1600,1599.044556,27.2877655,0.29816399,1371.828463,24.89490318,1.217132635,6,3.34175461,2013-05-16
1,2,15,"1-2",6,1600,1599.044556,27.2877655,0.29816399,1371.828463,24.89490318,1.217132635,6,3.34175461,2013-05-16
1,2,15,"1-2",6,400,399.4485168,17.72802684,0.315628934,271.9068689,24.85318375,1.208491876,6,3.492945052,2013-05-16
1,2,15,"1-2",6,400,399.5421753,17.81370418,0.315851968,271.4965792,24.84814262,1.207402204,6,3.492019378,2013-05-16
1,2,15,"1-2",6,1600,1599.106445,27.45034117,0.298736218,1371.00533,24.89884758,1.217790443,6,3.349380688,2013-05-16
1,2,15,"1-2",6,1600,1599.072266,27.36434873,0.298401743,1371.423884,24.89662933,1.217442998,6,3.34502057,2013-05-16
1,2,15,"1-2",6,1600,1599.07251,27.41997777,0.298567346,1371.107779,24.89805794,1.217691728,6,3.347382808,2013-05-16
1,4,20,"1-4",1,1600,1599.353271,20.39308598,0.121321682,1243.90797,28.19687271,1.716927589,6,1.941247171,2013-03-07
1,4,20,"1-4",1,400,399.4848633,8.588991189,0.141663448,273.9908665,27.92756844,1.677752762,6,2.185148942,2013-03-07
1,4,20,"1-4",1,400,399.5128784,8.572616233,0.141593295,274.1835438,27.93028259,1.678536775,6,2.185166909,2013-03-07
1,4,20,"1-4",1,400,399.5142822,8.630868524,0.14157957,273.4066824,27.92819977,1.677804637,6,2.184033879,2013-03-07
1,4,20,"1-4",1,1600,1599.276855,20.42410923,0.121087035,1242.887961,28.19113922,1.715470572,6,1.936126085,2013-03-07
1,4,20,"1-4",1,1600,1599.364746,20.48892009,0.121037365,1241.865704,28.19761848,1.71657194,6,1.936641693,2013-03-07
1,4,20,"1-4",1,400,399.6245728,8.649746688,0.141985467,273.5369274,27.92777061,1.677843808,6,2.189732342,2013-03-07
1,4,20,"1-4",1,400,399.5981445,8.646296395,0.141969328,273.5443912,27.93006516,1.678204545,6,2.189992638,2013-03-07
1,4,20,"1-4",1,1600,1599.142578,20.25057646,0.121340252,1245.922476,28.19302177,1.715798141,6,1.94023553,2013-03-07
1,4,20,"1-4",1,1600,1599.17041,20.24317266,0.121362892,1246.091618,28.1963501,1.716519594,6,1.941386073,2013-03-07
1,4,20,"1-4",2,1600,1600.22937,21.28124445,0.315895363,1410.915731,25.29567146,1.57931152,6,4.508288757,2013-03-22
1,4,20,"1-4",2,1600,1600.25354,21.31052424,0.315729704,1410.686001,25.29520226,1.579489774,6,4.506660538,2013-03-22
1,4,20,"1-4",2,1600,1600.240967,21.28303847,0.31556321,1410.800888,25.29491425,1.579707352,6,4.505109233,2013-03-22
1,4,20,"1-4",2,1600,1600.298096,21.30842989,0.315675669,1410.734174,25.29244041,1.579300077,6,4.505394093,2013-03-22
1,4,20,"1-4",2,400,400.4108887,16.79183232,0.386452202,292.2049758,25.52257919,1.522149967,6,5.202618654,2013-03-22
1,4,20,"1-4",2,400,400.3986816,16.77941864,0.386372665,292.2483779,25.52442932,1.522510458,6,5.202907073,2013-03-22
1,4,20,"1-4",2,400,400.3922424,16.7723509,0.386124977,292.2363269,25.52664566,1.523123895,6,5.202070971,2013-03-22
1,4,20,"1-4",2,1600,1600.207886,21.21814587,0.315934153,1411.3239,25.29720879,1.579438773,6,4.509171096,2013-03-22
1,4,20,"1-4",2,400,400.4214783,16.79171437,0.386160136,292.1600602,25.52651787,1.52313588,6,5.202535245,2013-03-22
1,4,20,"1-4",2,400,400.4281006,16.79883046,0.386369034,292.1665507,25.52352524,1.522587568,6,5.203119906,2013-03-22
1,4,20,"1-4",3,400,399.5834351,17.86238061,0.422939918,295.0964051,24.60130501,0.986358812,6,3.649320109,2013-04-08
1,4,20,"1-4",3,400,399.5779419,17.76925495,0.419384546,295.0238093,24.60251236,0.988727479,6,3.6312571,2013-04-08
1,4,20,"1-4",3,400,399.5840454,17.9001317,0.425799987,295.3513855,24.59710503,0.984097096,6,3.662374138,2013-04-08
1,4,20,"1-4",3,400,399.5834351,17.86238061,0.422939918,295.0964051,24.60130501,0.986358812,6,3.649320109,2013-04-08
1,4,20,"1-4",3,400,399.5664368,17.78650892,0.425798372,295.947053,24.59435272,0.98376025,6,3.661093625,2013-04-08
1,4,20,"1-4",3,1600,1599.990723,23.72725571,0.391482222,1433.192621,24.65530205,0.991453406,6,3.428844554,2013-04-08
1,4,20,"1-4",3,1600,1600.008789,23.87469336,0.381634343,1429.774803,24.66997147,0.999135971,6,3.378701389,2013-04-08
1,4,20,"1-4",3,1600,1599.936157,23.82020116,0.395346296,1433.561347,24.659729,0.989443088,6,3.45160182,2013-04-08
1,4,20,"1-4",3,1600,1599.936157,23.82020116,0.395346296,1433.561347,24.659729,0.989443088,6,3.45160182,2013-04-08
1,4,20,"1-4",3,1600,1600.054565,23.63167778,0.379717741,1430.729643,24.66801262,1.000237731,6,3.367417523,2013-04-08
1,4,20,"1-4",5,400,400.8270874,20.4576363,0.399122081,276.047015,24.78911972,1.249314236,6,4.384511033,2013-05-01
1,4,20,"1-4",5,1600,1600.284058,31.69708818,0.37950922,1376.150939,24.84716988,1.266629784,6,4.252757375,2013-05-01
1,4,20,"1-4",5,1600,1600.284058,31.69708818,0.37950922,1376.150939,24.84716988,1.266629784,6,4.252757375,2013-05-01
1,4,20,"1-4",5,1600,1600.333862,31.47850246,0.382054044,1378.342183,24.85423279,1.265265949,6,4.273313577,2013-05-01
1,4,20,"1-4",5,400,400.8005981,20.41206615,0.395346109,275.4955932,24.79235077,1.252855341,6,4.360326054,2013-05-01
1,4,20,"1-4",5,400,400.8132935,20.43680035,0.396699695,275.6506706,24.79094887,1.25154509,6,4.368887331,2013-05-01
1,4,20,"1-4",5,400,400.8314819,20.44920144,0.399065703,276.0885073,24.78720474,1.249106462,6,4.383249822,2013-05-01
1,4,20,"1-4",5,400,400.844635,20.26325932,0.400587685,277.45393,24.78705597,1.247836804,6,4.39347474,2013-05-01
1,4,20,"1-4",5,1600,1600.352173,31.48958127,0.380442921,1377.72369,24.85648537,1.266831929,6,4.262660753,2013-05-01
1,4,20,"1-4",5,1600,1600.352173,31.48958127,0.380442921,1377.72369,24.85648537,1.266831929,6,4.262660753,2013-05-01
1,4,20,"1-4",6,400,400.2061157,16.46603146,0.219876907,245.0629673,25.01569176,1.278679148,6,2.655133566,2013-05-16
1,4,20,"1-4",6,400,400.2720337,16.55548856,0.219239591,243.9883458,25.01303864,1.279200949,6,2.649059216,2013-05-16
1,4,20,"1-4",6,1600,1598.785278,29.7253914,0.203631096,1282.199428,24.95778275,1.246255232,6,2.409377051,2013-05-16
1,4,20,"1-4",6,1600,1598.756958,29.56905266,0.204048485,1284.103375,24.95934105,1.246406701,6,2.414267994,2013-05-16
1,4,20,"1-4",6,1600,1598.762573,29.61734802,0.203702529,1283.264827,24.9596138,1.246604064,6,2.410833855,2013-05-16
1,4,20,"1-4",6,1600,1598.733887,29.49952561,0.204297374,1284.998198,24.96234894,1.246894256,6,2.417938994,2013-05-16
1,4,20,"1-4",6,1600,1598.71875,29.55261035,0.204148509,1284.32192,24.96111488,1.246713159,6,2.415949074,2013-05-16
1,4,20,"1-4",6,400,400.2454834,16.55586709,0.218802947,243.719124,25.01187134,1.279779665,6,2.645340073,2013-05-16
1,4,20,"1-4",6,400,400.2141418,16.52857588,0.21857529,243.8033293,25.0122509,1.280315199,6,2.643896916,2013-05-16
1,4,20,"1-4",6,400,400.1936646,16.51437321,0.218423997,243.8268081,25.01223564,1.280505128,6,2.642593659,2013-05-16
1,5,1000,"1-5",1,1600,1599.311279,41.09246953,0.701447445,1382.551691,26.78415298,1.087027909,6,5.162720607,2013-03-07
1,5,1000,"1-5",1,400,398.8090515,26.28680075,0.802381637,281.7371174,25.95443726,1.070493176,6,5.5427843,2013-03-07
1,5,1000,"1-5",1,400,399.0653687,26.36233826,0.802094502,281.6584253,25.95150185,1.070410517,6,5.541072127,2013-03-07
1,5,1000,"1-5",1,400,399.311676,26.85382656,0.802686004,279.9222558,25.95359802,1.070142205,6,5.542318432,2013-03-07
1,5,1000,"1-5",1,400,399.6008911,26.74714806,0.801319799,280.548713,25.95486641,1.071397431,6,5.542753254,2013-03-07
1,5,1000,"1-5",1,400,399.2807617,26.76007328,0.802580324,280.2762333,25.9536171,1.069444435,6,5.538234581,2013-03-07
1,5,1000,"1-5",1,1600,1599.638306,41.40609246,0.701870609,1381.500486,26.79244804,1.088518242,6,5.17195437,2013-03-07
1,5,1000,"1-5",1,1600,1599.290771,41.14884608,0.701684102,1382.296871,26.78627586,1.087471055,6,5.16600181,2013-03-07
1,5,1000,"1-5",1,1600,1599.538696,41.30906645,0.701799197,1381.825963,26.79133034,1.088300253,6,5.170563655,2013-03-07
1,5,1000,"1-5",1,1600,1599.391724,41.18759711,0.702185619,1382.287623,26.78705788,1.087484837,6,5.168553639,2013-03-07
1,5,1000,"1-5",2,400,399.8755798,23.49733502,0.537859175,281.0965693,24.88174248,1.311374166,6,5.954663982,2013-03-22
1,5,1000,"1-5",2,400,399.8607178,23.49284966,0.537960421,281.116396,24.88184547,1.311341669,6,5.955458641,2013-03-22
1,5,1000,"1-5",2,1600,1601.110107,30.90358833,0.497550573,1406.428657,25.17772293,1.387558092,6,5.900182752,2013-03-22
1,5,1000,"1-5",2,400,399.8787537,23.510741,0.537666394,281.0125564,24.88340569,1.311717579,6,5.954425401,2013-03-22
1,5,1000,"1-5",2,1600,1601.119019,30.94213286,0.497630349,1406.276888,25.17566681,1.387211147,6,5.899487909,2013-03-22
1,5,1000,"1-5",2,400,399.8360901,23.46132401,0.537892186,281.2263513,24.88285637,1.311535305,6,5.955718933,2013-03-22
1,5,1000,"1-5",2,1600,1601.181396,30.92255415,0.497872815,1406.500306,25.17114258,1.386482047,6,5.89878661,2013-03-22
1,5,1000,"1-5",2,400,399.8787537,23.510741,0.537666394,281.0125564,24.88340569,1.311717579,6,5.954425401,2013-03-22
1,5,1000,"1-5",2,1600,1601.190918,30.92949872,0.497902516,1406.472199,25.17350388,1.386726885,6,5.900149056,2013-03-22
1,5,1000,"1-5",2,1600,1601.190186,30.93130044,0.497859269,1406.460311,25.17212677,1.386627167,6,5.899281086,2013-03-22
1,5,1000,"1-5",3,400,398.8719482,18.43552226,0.359918079,279.3924033,24.47779655,0.98505438,6,3.16203756,2013-04-08
1,5,1000,"1-5",3,400,398.8719482,18.43552226,0.359918079,279.3924033,24.47779655,0.98505438,6,3.16203756,2013-04-08
1,5,1000,"1-5",3,1600,1599.894043,28.83107894,0.307028699,1370.672773,24.82780075,1.072019655,6,2.985692589,2013-04-08
1,5,1000,"1-5",3,1600,1599.869141,28.55334117,0.316134009,1376.885749,24.82078743,1.063852733,6,3.042109288,2013-04-08
1,5,1000,"1-5",3,1600,1599.842163,28.01160676,0.315323209,1380.091666,24.82400322,1.064967651,6,3.038282034,2013-04-08
1,5,1000,"1-5",3,400,398.8719482,18.43552226,0.359918079,279.3924033,24.47779655,0.98505438,6,3.16203756,2013-04-08
1,5,1000,"1-5",3,1600,1599.840332,27.73933277,0.316061667,1382.243672,24.82353783,1.06435069,6,3.042921216,2013-04-08
1,5,1000,"1-5",3,400,398.8550415,18.60135175,0.36776997,280.1340926,24.47268486,0.979112123,6,3.203746966,2013-04-08
1,5,1000,"1-5",3,1600,1599.842163,28.01160676,0.315323209,1380.091666,24.82400322,1.064967651,6,3.038282034,2013-04-08
1,5,1000,"1-5",3,400,398.8530884,18.53118699,0.364925424,279.9217994,24.47634888,0.98148309,6,3.189465126,2013-04-08
1,5,1000,"1-5",4,400,399.1591187,19.5249794,0.574276948,303.6446681,24.65230942,1.092731798,6,5.299595493,2013-04-17
1,5,1000,"1-5",4,400,399.1580505,19.50506225,0.5737273,303.6763299,24.65540314,1.093484547,6,5.29902231,2013-04-17
1,5,1000,"1-5",4,1600,1600.669189,27.00518973,0.556235451,1441.65591,24.99673271,1.098172454,6,5.189626459,2013-04-17
1,5,1000,"1-5",4,400,399.1591187,19.5249794,0.574276948,303.6446681,24.65230942,1.092731798,6,5.299595493,2013-04-17
1,5,1000,"1-5",4,1600,1600.705811,27.04572515,0.556410585,1441.530047,24.99801636,1.098234661,6,5.19129921,2013-04-17
1,5,1000,"1-5",4,1600,1600.669189,27.00518973,0.556235451,1441.65591,24.99673271,1.098172454,6,5.189626459,2013-04-17
1,5,1000,"1-5",4,400,399.1819458,19.54895627,0.574712601,303.6046279,24.65036583,1.092130464,6,5.300018905,2013-04-17
1,5,1000,"1-5",4,1600,1600.666992,27.02774532,0.556141973,1441.541956,24.99614906,1.098108306,6,5.188587486,2013-04-17
